year,month,hour_of_day,incident_type_primary,day_of_week
2022,5,12,LARCENY/THEFT,Tuesday
2022,5,17,UUV,Monday
2022,5,10,LARCENY/THEFT,Monday
2022,8,18,LARCENY/THEFT,Monday
2022,6,12,BURGLARY,Tuesday
2022,8,20,ROBBERY,Monday
2022,8,15,LARCENY/THEFT,Wednesday
2022,8,7,LARCENY/THEFT,Tuesday
2022,6,21,LARCENY/THEFT,Tuesday
2022,8,20,ASSAULT,Monday
2022,8,15,LARCENY/THEFT,Monday
2022,8,4,SEXUAL ABUSE,Monday
2022,6,6,LARCENY/THEFT,Wednesday
2022,6,21,LARCENY/THEFT,Tuesday
2022,6,14,LARCENY/THEFT,Wednesday
2022,6,0,ASSAULT,Wednesday
2022,6,13,LARCENY/THEFT,Tuesday
2022,8,6,LARCENY/THEFT,Wednesday
2022,8,8,LARCENY/THEFT,Thursday
2022,5,17,LARCENY/THEFT,Tuesday
2022,5,14,LARCENY/THEFT,Thursday
2022,5,18,LARCENY/THEFT,Thursday
2022,5,0,BURGLARY,Saturday
2022,6,20,LARCENY/THEFT,Tuesday
2022,6,12,LARCENY/THEFT,Tuesday
2022,6,14,LARCENY/THEFT,Thursday
2022,6,23,UUV,Tuesday
2022,5,19,BURGLARY,Thursday
2022,5,14,LARCENY/THEFT,Thursday
2022,6,8,BURGLARY,Tuesday
2022,6,9,LARCENY/THEFT,Tuesday
2022,5,12,ASSAULT,Saturday
2022,5,17,LARCENY/THEFT,Saturday
2022,5,21,LARCENY/THEFT,Saturday
2022,5,14,LARCENY/THEFT,Saturday
2022,5,13,UUV,Saturday
2022,5,4,ASSAULT,Sunday
2022,6,13,SEXUAL ABUSE,Friday
2022,8,9,UUV,Sunday
2022,8,7,BURGLARY,Saturday
2022,8,15,LARCENY/THEFT,Saturday
2022,8,19,LARCENY/THEFT,Saturday
2022,8,16,LARCENY/THEFT,Saturday
2022,5,20,LARCENY/THEFT,Wednesday
2022,5,14,LARCENY/THEFT,Saturday
2022,5,5,UUV,Sunday
2022,5,22,LARCENY/THEFT,Saturday
2022,5,20,LARCENY/THEFT,Sunday
2022,5,14,LARCENY/THEFT,Tuesday
2022,5,17,LARCENY/THEFT,Tuesday
2022,5,1,MURDER,Wednesday
2022,5,21,UUV,Tuesday
2022,5,16,LARCENY/THEFT,Tuesday
2022,5,12,BURGLARY,Tuesday
2022,8,18,LARCENY/THEFT,Saturday
2022,8,21,ASSAULT,Saturday
2022,8,12,ROBBERY,Friday
2022,8,14,LARCENY/THEFT,Sunday
2022,6,8,ROBBERY,Sunday
2022,6,8,BURGLARY,Monday
2022,6,22,ASSAULT,Sunday
2022,6,4,ASSAULT,Wednesday
2022,6,8,UUV,Monday
2022,6,22,ASSAULT,Sunday
2022,8,17,RAPE,Tuesday
2022,5,6,UUV,Tuesday
2022,8,11,ASSAULT,Tuesday
2022,8,17,ROBBERY,Tuesday
2022,5,14,BURGLARY,Tuesday
2022,5,15,UUV,Wednesday
2022,8,20,ASSAULT,Tuesday
2022,8,20,LARCENY/THEFT,Tuesday
2022,5,13,LARCENY/THEFT,Tuesday
2022,8,16,LARCENY/THEFT,Tuesday
2022,8,9,LARCENY/THEFT,Wednesday
2022,8,20,BURGLARY,Tuesday
2022,5,10,UUV,Thursday
2022,5,8,LARCENY/THEFT,Sunday
2022,5,5,ASSAULT,Sunday
2022,5,16,BURGLARY,Tuesday
2022,6,21,ASSAULT,Saturday
2022,6,10,LARCENY/THEFT,Monday
2022,5,8,UUV,Monday
2022,8,8,LARCENY/THEFT,Tuesday
2022,5,7,BURGLARY,Monday
2022,5,22,BURGLARY,Sunday
2022,6,18,LARCENY/THEFT,Wednesday
2022,8,22,ASSAULT,Tuesday
2022,6,12,LARCENY/THEFT,Wednesday
2022,8,4,LARCENY/THEFT,Tuesday
2022,6,8,LARCENY/THEFT,Thursday
2022,6,17,ASSAULT,Wednesday
2022,6,15,LARCENY/THEFT,Wednesday
2022,8,12,UUV,Tuesday
2022,5,10,LARCENY/THEFT,Tuesday
2022,6,13,LARCENY/THEFT,Wednesday
2022,6,20,LARCENY/THEFT,Wednesday
2022,6,13,LARCENY/THEFT,Wednesday
2022,6,10,LARCENY/THEFT,Wednesday
2022,6,7,ASSAULT,Wednesday
2022,6,7,ROBBERY,Wednesday
2022,6,10,LARCENY/THEFT,Wednesday
2022,5,13,UUV,Thursday
2022,5,21,MURDER,Wednesday
2022,8,10,LARCENY/THEFT,Wednesday
2022,6,17,ASSAULT,Wednesday
2022,5,12,LARCENY/THEFT,Wednesday
2022,6,22,UUV,Wednesday
2022,5,7,LARCENY/THEFT,Sunday
2022,5,12,LARCENY/THEFT,Sunday
2022,5,13,ASSAULT,Wednesday
2022,6,20,ROBBERY,Wednesday
2022,5,20,LARCENY/THEFT,Wednesday
2022,8,8,UUV,Wednesday
2022,6,16,ASSAULT,Friday
2022,5,1,UUV,Friday
2022,6,9,LARCENY/THEFT,Thursday
2022,5,10,ASSAULT,Wednesday
2022,6,13,ROBBERY,Wednesday
2022,8,12,ASSAULT,Tuesday
2022,6,23,ASSAULT,Wednesday
2022,8,13,LARCENY/THEFT,Tuesday
2022,8,0,UUV,Wednesday
2022,5,15,BURGLARY,Wednesday
2022,5,10,LARCENY/THEFT,Wednesday
2022,5,9,LARCENY/THEFT,Wednesday
2022,5,11,LARCENY/THEFT,Wednesday
2022,5,21,LARCENY/THEFT,Wednesday
2022,5,17,SEXUAL ABUSE,Wednesday
2022,5,16,LARCENY/THEFT,Wednesday
2022,5,16,LARCENY/THEFT,Wednesday
2022,6,14,BURGLARY,Wednesday
2022,5,18,ROBBERY,Wednesday
2022,5,12,THEFT OF SERVICES,Thursday
2022,8,11,UUV,Thursday
2022,5,19,LARCENY/THEFT,Wednesday
2022,5,0,ROBBERY,Thursday
2022,8,7,LARCENY/THEFT,Wednesday
2022,5,5,ASSAULT,Thursday
2022,5,11,LARCENY/THEFT,Monday
2022,5,13,LARCENY/THEFT,Sunday
2022,5,6,LARCENY/THEFT,Monday
2022,6,12,ASSAULT,Wednesday
2022,5,18,UUV,Friday
2022,8,9,BURGLARY,Wednesday
2022,5,12,UUV,Friday
2022,8,7,UUV,Tuesday
2022,6,10,LARCENY/THEFT,Wednesday
2022,6,20,SEXUAL ABUSE,Sunday
2022,8,16,LARCENY/THEFT,Thursday
2022,8,21,ASSAULT,Thursday
2022,5,9,UUV,Tuesday
2022,8,20,ASSAULT,Saturday
2022,6,23,LARCENY/THEFT,Sunday
2022,5,10,LARCENY/THEFT,Tuesday
2022,5,16,UUV,Saturday
2022,5,20,BURGLARY,Sunday
2022,5,10,LARCENY/THEFT,Tuesday
2022,5,18,BURGLARY,Monday
2022,8,7,ASSAULT,Sunday
2022,8,10,LARCENY/THEFT,Sunday
2022,8,19,ASSAULT,Sunday
2022,8,12,LARCENY/THEFT,Sunday
2022,8,3,BURGLARY,Monday
2022,8,12,LARCENY/THEFT,Sunday
2022,5,17,LARCENY/THEFT,Tuesday
2022,5,14,LARCENY/THEFT,Monday
2022,5,12,LARCENY/THEFT,Sunday
2022,5,18,ASSAULT,Friday
2022,5,17,LARCENY/THEFT,Monday
2022,5,13,LARCENY/THEFT,Monday
2022,5,15,LARCENY/THEFT,Saturday
2022,5,17,THEFT OF SERVICES,Sunday
2022,5,17,LARCENY/THEFT,Thursday
2022,5,20,LARCENY/THEFT,Thursday
2022,6,17,SEXUAL ABUSE,Monday
2022,5,11,LARCENY/THEFT,Thursday
2022,5,21,LARCENY/THEFT,Thursday
2022,5,12,UUV,Thursday
2022,6,13,LARCENY/THEFT,Monday
2022,6,20,ROBBERY,Monday
2022,5,18,BURGLARY,Thursday
2022,5,13,LARCENY/THEFT,Thursday
2022,5,20,LARCENY/THEFT,Thursday
2022,5,8,LARCENY/THEFT,Monday
2022,5,16,ASSAULT,Friday
2022,5,9,LARCENY/THEFT,Thursday
2022,6,4,ROBBERY,Sunday
2022,8,11,LARCENY/THEFT,Sunday
2022,5,19,ASSAULT,Thursday
2022,8,10,LARCENY/THEFT,Wednesday
2022,5,11,BURGLARY,Sunday
2022,6,15,LARCENY/THEFT,Thursday
2022,5,15,LARCENY/THEFT,Monday
2022,5,8,LARCENY/THEFT,Tuesday
2022,6,21,LARCENY/THEFT,Friday
2022,5,1,UUV,Sunday
2022,6,16,UUV,Saturday
2022,5,18,BURGLARY,Sunday
2022,6,9,LARCENY/THEFT,Thursday
2022,8,0,LARCENY/THEFT,Thursday
2022,6,22,UUV,Thursday
2022,6,15,LARCENY/THEFT,Friday
2022,6,11,LARCENY/THEFT,Thursday
2022,5,10,LARCENY/THEFT,Tuesday
2022,5,13,LARCENY/THEFT,Tuesday
2022,5,18,BURGLARY,Tuesday
2022,5,14,LARCENY/THEFT,Sunday
2022,5,17,LARCENY/THEFT,Tuesday
2022,8,23,ASSAULT,Wednesday
2022,5,22,RAPE,Tuesday
2022,5,4,ROBBERY,Tuesday
2022,6,12,LARCENY/THEFT,Thursday
2022,8,17,UUV,Saturday
2022,8,0,UUV,Thursday
2022,6,13,UUV,Thursday
2022,6,8,LARCENY/THEFT,Tuesday
2022,6,11,LARCENY/THEFT,Monday
2022,6,5,LARCENY/THEFT,Friday
2022,6,9,BURGLARY,Saturday
2022,5,5,UUV,Wednesday
2022,5,10,LARCENY/THEFT,Monday
2022,5,16,LARCENY/THEFT,Tuesday
2022,5,1,UUV,Monday
2022,5,10,ASSAULT,Monday
2022,5,11,LARCENY/THEFT,Tuesday
2022,8,1,BURGLARY,Thursday
2022,8,10,LARCENY/THEFT,Wednesday
2022,5,21,LARCENY/THEFT,Friday
2022,5,9,LARCENY/THEFT,Friday
2022,5,13,UUV,Friday
2022,8,22,ASSAULT,Wednesday
2022,6,14,ASSAULT,Thursday
2022,5,13,UUV,Friday
2022,8,8,UUV,Wednesday
2022,8,11,LARCENY/THEFT,Wednesday
2022,6,14,LARCENY/THEFT,Friday
2022,5,11,ASSAULT,Friday
2022,8,15,ASSAULT,Wednesday
2022,8,17,ASSAULT,Wednesday
2022,5,23,UUV,Friday
2022,6,8,LARCENY/THEFT,Thursday
2022,5,15,LARCENY/THEFT,Friday
2022,8,10,ASSAULT,Wednesday
2022,8,2,BURGLARY,Wednesday
2022,8,18,LARCENY/THEFT,Wednesday
2022,5,19,ASSAULT,Saturday
2022,8,16,LARCENY/THEFT,Wednesday
2022,5,14,LARCENY/THEFT,Tuesday
2022,8,8,BURGLARY,Thursday
2022,8,8,UUV,Wednesday
2022,8,12,LARCENY/THEFT,Wednesday
2022,6,8,BURGLARY,Friday
2022,6,15,LARCENY/THEFT,Thursday
2022,8,9,LARCENY/THEFT,Wednesday
2022,8,5,UUV,Thursday
2022,8,13,LARCENY/THEFT,Wednesday
2022,5,13,LARCENY/THEFT,Wednesday
2022,5,22,ASSAULT,Wednesday
2022,5,3,ROBBERY,Thursday
2022,5,6,LARCENY/THEFT,Thursday
2022,5,7,LARCENY/THEFT,Thursday
2022,6,11,SEXUAL ABUSE,Saturday
2022,6,12,UUV,Saturday
2022,6,6,LARCENY/THEFT,Saturday
2022,5,4,ROBBERY,Thursday
2022,8,2,MURDER,Wednesday
2022,8,13,LARCENY/THEFT,Wednesday
2022,8,13,LARCENY/THEFT,Friday
2022,8,10,LARCENY/THEFT,Wednesday
2022,8,13,LARCENY/THEFT,Wednesday
2022,8,10,LARCENY/THEFT,Thursday
2022,8,19,LARCENY/THEFT,Saturday
2022,8,9,LARCENY/THEFT,Wednesday
2022,8,10,UUV,Friday
2022,8,7,LARCENY/THEFT,Sunday
2022,6,4,UUV,Wednesday
2022,5,8,LARCENY/THEFT,Tuesday
2022,5,23,ASSAULT,Wednesday
2022,5,10,ASSAULT,Wednesday
2022,5,17,LARCENY/THEFT,Wednesday
2022,5,3,ASSAULT,Thursday
2022,5,16,LARCENY/THEFT,Monday
2022,5,9,BURGLARY,Monday
2022,8,13,LARCENY/THEFT,Monday
2022,6,10,UUV,Wednesday
2022,5,4,THEFT OF SERVICES,Saturday
2022,5,15,LARCENY/THEFT,Saturday
2022,6,0,ASSAULT,Wednesday
2022,6,4,BURGLARY,Wednesday
2022,5,15,LARCENY/THEFT,Saturday
2022,6,12,BURGLARY,Tuesday
2022,5,18,LARCENY/THEFT,Saturday
2022,5,22,UUV,Sunday
2022,6,17,UUV,Friday
2022,6,19,RAPE,Sunday
2022,6,8,LARCENY/THEFT,Tuesday
2022,6,9,ASSAULT,Wednesday
2022,5,17,LARCENY/THEFT,Thursday
2022,5,4,UUV,Friday
2022,6,17,BURGLARY,Friday
2022,8,15,LARCENY/THEFT,Sunday
2022,8,22,ASSAULT,Sunday
2022,8,14,LARCENY/THEFT,Monday
2022,8,18,LARCENY/THEFT,Monday
2022,5,0,ASSAULT,Friday
2022,8,11,LARCENY/THEFT,Saturday
2022,6,11,UUV,Friday
2022,6,13,LARCENY/THEFT,Friday
2022,8,19,BURGLARY,Thursday
2022,8,0,BURGLARY,Friday
2022,8,12,LARCENY/THEFT,Thursday
2022,6,11,LARCENY/THEFT,Monday
2022,6,12,ASSAULT,Saturday
2022,6,14,LARCENY/THEFT,Saturday
2022,8,15,LARCENY/THEFT,Thursday
2022,6,8,LARCENY/THEFT,Friday
2022,6,11,LARCENY/THEFT,Friday
2022,6,12,UUV,Friday
2022,8,13,LARCENY/THEFT,Friday
2022,8,6,LARCENY/THEFT,Friday
2022,8,13,BURGLARY,Thursday
2022,8,12,LARCENY/THEFT,Friday
2022,6,7,LARCENY/THEFT,Friday
2022,8,0,LARCENY/THEFT,Friday
2022,5,5,LARCENY/THEFT,Sunday
2022,8,17,LARCENY/THEFT,Monday
2022,5,22,LARCENY/THEFT,Sunday
2022,6,14,LARCENY/THEFT,Friday
2022,8,0,ROBBERY,Friday
2022,8,15,LARCENY/THEFT,Saturday
2022,5,6,LARCENY/THEFT,Monday
2022,5,17,BURGLARY,Sunday
2022,6,15,LARCENY/THEFT,Tuesday
2022,5,16,BURGLARY,Sunday
2022,5,10,ASSAULT,Sunday
2022,8,20,LARCENY/THEFT,Thursday
2022,5,10,ASSAULT,Sunday
2022,8,11,LARCENY/THEFT,Friday
2022,8,9,LARCENY/THEFT,Thursday
2022,8,12,BURGLARY,Thursday
2022,6,8,BURGLARY,Friday
2022,5,16,LARCENY/THEFT,Sunday
2022,6,4,ASSAULT,Tuesday
2022,6,19,BURGLARY,Friday
2022,5,15,ROBBERY,Sunday
2022,6,2,LARCENY/THEFT,Saturday
2022,6,10,UUV,Saturday
2022,6,7,LARCENY/THEFT,Saturday
2022,8,13,LARCENY/THEFT,Friday
2022,8,11,LARCENY/THEFT,Friday
2022,6,8,LARCENY/THEFT,Saturday
2022,6,8,LARCENY/THEFT,Sunday
2022,6,8,UUV,Sunday
2022,8,16,LARCENY/THEFT,Friday
2022,6,16,LARCENY/THEFT,Tuesday
2022,8,8,UUV,Friday
2022,5,11,LARCENY/THEFT,Friday
2022,5,2,ASSAULT,Saturday
2022,8,15,UUV,Friday
2022,8,10,LARCENY/THEFT,Thursday
2022,5,19,BURGLARY,Friday
2022,6,23,BURGLARY,Wednesday
2022,8,7,BURGLARY,Thursday
2022,8,22,BURGLARY,Thursday
2022,8,21,LARCENY/THEFT,Thursday
2022,5,14,BURGLARY,Tuesday
2022,5,16,ASSAULT,Tuesday
2022,5,8,LARCENY/THEFT,Saturday
2022,5,11,LARCENY/THEFT,Wednesday
2022,6,19,UUV,Saturday
2022,8,15,UUV,Tuesday
2022,6,9,LARCENY/THEFT,Tuesday
2022,6,21,ASSAULT,Tuesday
2022,6,10,BURGLARY,Wednesday
2022,6,8,LARCENY/THEFT,Saturday
2022,5,17,ASSAULT,Monday
2022,6,7,LARCENY/THEFT,Sunday
2022,5,18,LARCENY/THEFT,Tuesday
2022,6,13,BURGLARY,Saturday
2022,6,15,LARCENY/THEFT,Saturday
2022,5,17,THEFT OF SERVICES,Monday
2022,8,13,UUV,Tuesday
2022,5,16,LARCENY/THEFT,Monday
2022,5,19,ASSAULT,Monday
2022,6,11,LARCENY/THEFT,Monday
2022,6,4,UUV,Saturday
2022,8,18,UUV,Tuesday
2022,5,16,UUV,Monday
2022,5,17,UUV,Monday
2022,5,17,LARCENY/THEFT,Monday
2022,5,13,LARCENY/THEFT,Friday
2022,6,7,BURGLARY,Saturday
2022,5,7,LARCENY/THEFT,Monday
2022,6,10,LARCENY/THEFT,Saturday
2022,5,9,ASSAULT,Monday
2022,5,0,LARCENY/THEFT,Tuesday
2022,5,11,ASSAULT,Monday
2022,5,10,BURGLARY,Monday
2022,5,17,LARCENY/THEFT,Monday
2022,5,22,ASSAULT,Monday
2022,5,14,LARCENY/THEFT,Monday
2022,6,8,LARCENY/THEFT,Saturday
2022,6,18,LARCENY/THEFT,Monday
2022,6,3,LARCENY/THEFT,Saturday
2022,6,12,LARCENY/THEFT,Saturday
2022,6,17,ROBBERY,Saturday
2022,6,8,LARCENY/THEFT,Saturday
2022,5,15,ASSAULT,Monday
2022,6,0,MURDER,Sunday
2022,6,13,LARCENY/THEFT,Saturday
2022,8,12,LARCENY/THEFT,Friday
2022,8,16,BURGLARY,Tuesday
2022,5,14,BURGLARY,Saturday
2022,8,7,BURGLARY,Wednesday
2022,6,12,UUV,Sunday
2022,8,23,BURGLARY,Friday
2022,6,5,UUV,Saturday
2022,5,14,UUV,Saturday
2022,6,13,LARCENY/THEFT,Saturday
2022,6,20,BURGLARY,Saturday
2022,6,21,LARCENY/THEFT,Saturday
2022,6,9,UUV,Monday
2022,8,21,ASSAULT,Friday
2022,5,19,UUV,Tuesday
2022,8,2,LARCENY/THEFT,Friday
2022,5,11,LARCENY/THEFT,Tuesday
2022,5,16,LARCENY/THEFT,Tuesday
2022,5,17,UUV,Saturday
2022,5,12,BURGLARY,Tuesday
2022,5,4,ROBBERY,Tuesday
2022,8,21,ROBBERY,Friday
2022,5,14,LARCENY/THEFT,Tuesday
2022,5,18,UUV,Wednesday
2022,5,8,BURGLARY,Tuesday
2022,8,11,LARCENY/THEFT,Friday
2022,8,13,LARCENY/THEFT,Friday
2022,8,12,ASSAULT,Friday
2022,8,13,LARCENY/THEFT,Friday
2022,8,12,UUV,Saturday
2022,8,0,LARCENY/THEFT,Saturday
2022,8,9,RAPE,Friday
2022,8,15,LARCENY/THEFT,Friday
2022,6,13,UUV,Thursday
2022,6,20,LARCENY/THEFT,Thursday
2022,8,13,LARCENY/THEFT,Friday
2022,8,3,UUV,Saturday
2022,5,10,UUV,Friday
2022,8,11,ASSAULT,Saturday
2022,5,10,LARCENY/THEFT,Tuesday
2022,5,11,LARCENY/THEFT,Saturday
2022,8,20,LARCENY/THEFT,Friday
2022,8,9,UUV,Friday
2022,5,14,LARCENY/THEFT,Friday
2022,5,0,ROBBERY,Friday
2022,5,21,ASSAULT,Friday
2022,5,13,UUV,Friday
2022,8,3,LARCENY/THEFT,Friday
2022,8,17,LARCENY/THEFT,Friday
2022,6,15,LARCENY/THEFT,Tuesday
2022,6,23,ASSAULT,Sunday
2022,8,11,ASSAULT,Saturday
2022,6,15,LARCENY/THEFT,Sunday
2022,6,14,BURGLARY,Sunday
2022,6,15,UUV,Tuesday
2022,8,12,BURGLARY,Saturday
2022,5,11,LARCENY/THEFT,Tuesday
2022,6,12,UUV,Sunday
2022,5,8,LARCENY/THEFT,Thursday
2022,8,14,LARCENY/THEFT,Tuesday
2022,8,7,BURGLARY,Tuesday
2022,5,14,LARCENY/THEFT,Thursday
2022,6,18,ASSAULT,Sunday
2022,5,14,ASSAULT,Wednesday
2022,6,10,LARCENY/THEFT,Sunday
2022,5,8,UUV,Thursday
2022,6,0,LARCENY/THEFT,Monday
2022,5,8,UUV,Wednesday
2022,5,14,ASSAULT,Friday
2022,5,10,LARCENY/THEFT,Monday
2022,6,18,LARCENY/THEFT,Sunday
2022,5,9,LARCENY/THEFT,Wednesday
2022,5,15,LARCENY/THEFT,Wednesday
2022,5,13,LARCENY/THEFT,Wednesday
2022,5,5,LARCENY/THEFT,Monday
2022,6,2,ASSAULT,Sunday
2022,6,2,UUV,Monday
2022,6,21,ASSAULT,Sunday
2022,5,16,ROBBERY,Wednesday
2022,6,10,LARCENY/THEFT,Sunday
2022,6,22,ROBBERY,Sunday
2022,5,14,LARCENY/THEFT,Thursday
2022,5,8,LARCENY/THEFT,Wednesday
2022,8,9,LARCENY/THEFT,Thursday
2022,8,10,BURGLARY,Wednesday
2022,6,11,LARCENY/THEFT,Sunday
2022,6,16,UUV,Monday
2022,5,18,LARCENY/THEFT,Wednesday
2022,6,22,MURDER,Sunday
2022,5,16,LARCENY/THEFT,Friday
2022,8,11,LARCENY/THEFT,Thursday
2022,5,12,LARCENY/THEFT,Wednesday
2022,6,14,LARCENY/THEFT,Sunday
2022,5,17,LARCENY/THEFT,Friday
2022,8,10,LARCENY/THEFT,Thursday
2022,5,9,LARCENY/THEFT,Tuesday
2022,8,7,UUV,Saturday
2022,6,7,UUV,Wednesday
2022,6,23,ROBBERY,Wednesday
2022,8,5,ASSAULT,Saturday
2022,8,16,LARCENY/THEFT,Monday
2022,5,17,LARCENY/THEFT,Monday
2022,8,10,LARCENY/THEFT,Saturday
2022,7,9,BURGLARY,Friday
2022,7,10,LARCENY/THEFT,Friday
2022,7,9,LARCENY/THEFT,Friday
2022,8,15,SEXUAL ABUSE,Sunday
2022,8,11,LARCENY/THEFT,Tuesday
2022,7,8,LARCENY/THEFT,Saturday
2022,8,16,LARCENY/THEFT,Sunday
2022,8,22,LARCENY/THEFT,Saturday
2022,5,13,LARCENY/THEFT,Monday
2022,5,13,BURGLARY,Monday
2022,5,17,UUV,Monday
2022,5,22,THEFT OF SERVICES,Monday
2022,5,6,UUV,Friday
2022,8,17,LARCENY/THEFT,Saturday
2022,5,15,ASSAULT,Thursday
2022,5,15,ROBBERY,Friday
2022,5,19,LARCENY/THEFT,Thursday
2022,7,14,LARCENY/THEFT,Saturday
2022,6,17,BURGLARY,Thursday
2022,6,22,LARCENY/THEFT,Thursday
2022,6,15,LARCENY/THEFT,Friday
2022,5,9,ROBBERY,Thursday
2022,8,8,BURGLARY,Saturday
2022,5,17,BURGLARY,Thursday
2022,6,14,LARCENY/THEFT,Tuesday
2022,5,9,LARCENY/THEFT,Thursday
2022,6,11,UUV,Monday
2022,5,14,ASSAULT,Thursday
2022,5,8,LARCENY/THEFT,Friday
2022,6,9,UUV,Monday
2022,5,11,LARCENY/THEFT,Thursday
2022,6,14,ASSAULT,Monday
2022,6,15,RAPE,Monday
2022,5,14,ASSAULT,Thursday
2022,8,9,BURGLARY,Saturday
2022,6,2,UUV,Tuesday
2022,6,4,BURGLARY,Monday
2022,5,9,UUV,Saturday
2022,8,16,BURGLARY,Wednesday
2022,5,22,ASSAULT,Thursday
2022,8,10,LARCENY/THEFT,Saturday
2022,5,1,THEFT OF SERVICES,Friday
2022,5,13,BURGLARY,Thursday
2022,6,4,BURGLARY,Monday
2022,5,17,ASSAULT,Thursday
2022,6,19,LARCENY/THEFT,Monday
2022,5,16,ASSAULT,Thursday
2022,5,18,THEFT OF SERVICES,Thursday
2022,5,11,LARCENY/THEFT,Thursday
2022,8,10,ASSAULT,Saturday
2022,8,15,LARCENY/THEFT,Saturday
2022,6,19,LARCENY/THEFT,Monday
2022,8,6,LARCENY/THEFT,Sunday
2022,6,21,LARCENY/THEFT,Monday
2022,6,14,LARCENY/THEFT,Monday
2022,6,17,ROBBERY,Monday
2022,6,13,LARCENY/THEFT,Monday
2022,6,18,LARCENY/THEFT,Monday
2022,6,8,BURGLARY,Tuesday
2022,6,10,LARCENY/THEFT,Monday
2022,6,12,LARCENY/THEFT,Monday
2022,5,14,BURGLARY,Tuesday
2022,5,11,LARCENY/THEFT,Tuesday
2022,6,16,LARCENY/THEFT,Monday
2022,6,3,ASSAULT,Monday
2022,6,13,UUV,Monday
2022,6,17,ASSAULT,Tuesday
2022,8,15,BURGLARY,Tuesday
2022,6,16,LARCENY/THEFT,Monday
2022,6,21,LARCENY/THEFT,Monday
2022,8,14,BURGLARY,Wednesday
2022,5,22,ASSAULT,Monday
2022,5,0,BURGLARY,Tuesday
2022,6,16,UUV,Monday
2022,5,14,BURGLARY,Friday
2022,5,14,ASSAULT,Friday
2022,5,12,BURGLARY,Friday
2022,5,7,LARCENY/THEFT,Saturday
2022,5,11,LARCENY/THEFT,Friday
2022,5,9,ASSAULT,Monday
2022,5,11,LARCENY/THEFT,Saturday
2022,8,7,UUV,Friday
2022,5,18,LARCENY/THEFT,Monday
2022,5,16,LARCENY/THEFT,Friday
2022,5,17,ROBBERY,Friday
2022,5,22,ROBBERY,Friday
2022,5,12,LARCENY/THEFT,Saturday
2022,5,17,BURGLARY,Friday
2022,5,8,ROBBERY,Friday
2022,5,4,ASSAULT,Friday
2022,5,19,UUV,Friday
2022,5,14,LARCENY/THEFT,Monday
2022,6,14,LARCENY/THEFT,Saturday
2022,5,8,UUV,Wednesday
2022,5,17,LARCENY/THEFT,Friday
2022,7,12,LARCENY/THEFT,Saturday
2022,7,9,LARCENY/THEFT,Saturday
2022,6,11,LARCENY/THEFT,Saturday
2022,8,6,LARCENY/THEFT,Thursday
2022,5,1,ASSAULT,Saturday
2022,8,18,LARCENY/THEFT,Monday
2022,5,11,LARCENY/THEFT,Saturday
2022,8,11,LARCENY/THEFT,Sunday
2022,8,13,ASSAULT,Sunday
2022,5,16,ROBBERY,Friday
2022,8,3,LARCENY/THEFT,Sunday
2022,5,15,LARCENY/THEFT,Tuesday
2022,5,13,ASSAULT,Tuesday
2022,5,2,ASSAULT,Tuesday
2022,5,2,LARCENY/THEFT,Tuesday
2022,8,6,UUV,Sunday
2022,5,0,BURGLARY,Tuesday
2022,8,22,UUV,Sunday
2022,5,13,UUV,Wednesday
2022,5,11,LARCENY/THEFT,Wednesday
2022,8,2,UUV,Monday
2022,6,0,LARCENY/THEFT,Wednesday
2022,6,22,LARCENY/THEFT,Tuesday
2022,6,20,ASSAULT,Tuesday
2022,8,9,LARCENY/THEFT,Sunday
2022,8,20,LARCENY/THEFT,Sunday
2022,7,10,LARCENY/THEFT,Saturday
2022,7,9,LARCENY/THEFT,Friday
2022,7,14,LARCENY/THEFT,Saturday
2022,8,17,LARCENY/THEFT,Sunday
2022,6,23,UUV,Tuesday
2022,5,15,LARCENY/THEFT,Wednesday
2022,6,0,ASSAULT,Wednesday
2022,6,7,LARCENY/THEFT,Wednesday
2022,8,12,UUV,Sunday
2022,6,12,BURGLARY,Tuesday
2022,8,21,LARCENY/THEFT,Sunday
2022,8,17,LARCENY/THEFT,Sunday
2022,6,21,ASSAULT,Tuesday
2022,6,20,MURDER,Tuesday
2022,6,16,BURGLARY,Tuesday
2022,5,10,LARCENY/THEFT,Wednesday
2022,5,14,ASSAULT,Saturday
2022,5,4,ASSAULT,Saturday
2022,6,20,LARCENY/THEFT,Tuesday
2022,5,0,LARCENY/THEFT,Monday
2022,5,17,ASSAULT,Saturday
2022,6,10,LARCENY/THEFT,Tuesday
2022,8,21,ASSAULT,Sunday
2022,5,11,LARCENY/THEFT,Saturday
2022,5,7,UUV,Sunday
2022,5,23,THEFT OF SERVICES,Saturday
2022,8,13,LARCENY/THEFT,Sunday
2022,6,10,LARCENY/THEFT,Wednesday
2022,5,22,LARCENY/THEFT,Saturday
2022,8,10,LARCENY/THEFT,Sunday
2022,8,15,LARCENY/THEFT,Sunday
2022,6,18,LARCENY/THEFT,Wednesday
2022,6,20,ASSAULT,Tuesday
2022,6,9,ASSAULT,Tuesday
2022,5,18,BURGLARY,Saturday
2022,6,8,UUV,Tuesday
2022,6,17,ASSAULT,Tuesday
2022,8,14,LARCENY/THEFT,Sunday
2022,6,10,LARCENY/THEFT,Tuesday
2022,5,14,ASSAULT,Saturday
2022,5,1,ASSAULT,Sunday
